Posted_Date,Transaction_Date,Action,Ticker,Expiry,Strike,Option_Type,Type,Quantity,Price,Fees & Com,Amount,Status
01/03/2025,01/02/2025,Assigned,MSFT,01/03/2025,437.5,Put,Assigned,8.0,0.0,0.0,0.0,Close
01/03/2025,01/02/2025,Buy,AAPL,,0.0,,Stock Buy,1000.0,252.5,0.0,-252500.0,Open
01/03/2025,01/02/2025,Buy,MSFT,,0.0,,Stock Buy,800.0,437.5,0.0,-350000.0,Open
01/03/2025,01/02/2025,Expired,SPY,01/02/2025,581.0,Put,Expired,10.0,0.0,0.0,0.0,Close
01/02/2025,01/02/2025,Buy to Close,INTC,01/03/2025,22.0,Call,Call Buy,45.0,0.01,0.49,-45.49,Close
01/02/2025,01/02/2025,Sell to Open,INTC,01/17/2025,22.0,Call,Call Sell,45.0,0.23,11.9,1023.1,Close
01/02/2025,01/02/2025,Qualified Dividend,NKE,,0.0,,Dividend,0.0,0.0,0.0,400.0,Close
01/02/2025,01/02/2025,Journal,SGUXX,,0.0,,Journal,14476.53,0.0,0.0,0.0,Open
01/02/2025,01/02/2025,Journal,SGUXX,,0.0,,Journal,-14476.53,0.0,0.0,0.0,Open
01/02/2025,12/31/2024,Expired,SPY,12/31/2024,540.0,Put,Expired,3.0,0.0,0.0,0.0,Close
